feature	metadata	value	coef	stderr	N	N.not.0	pval	qval
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants.	Timepoint	M1	-0.813340277568168	0.648802925451377	20	18	0.24157162057179	0.99957007619886
PWY.5989..stearate.biosynthesis.II..bacteria.and.plants..unclassified	Timepoint	M1	-0.207305546679059	0.572014115909776	20	16	0.725407513875201	0.99957007619886
PWY.5994..palmitate.biosynthesis..type.I.fatty.acid.synthase.	Timepoint	M1	0.495619720637012	0.275630324703855	20	3	0.0889499116329482	0.99957007619886
PWY.6071..superpathway.of.phenylethylamine.degradation	Timepoint	M1	0.808216900572194	0.376408629980573	20	5	0.0603127815385734	0.99957007619886
PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I	Timepoint	M1	0.129530181303804	0.110466293529416	20	20	0.256250969063672	0.99957007619886
PWY.6121..5.aminoimidazole.ribonucleotide.biosynthesis.I.unclassified	Timepoint	M1	-0.0736567855074071	0.655212888936495	20	20	0.912964246870384	0.99957007619886
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II	Timepoint	M1	0.12555008336717	0.0996030598411075	20	20	0.239185592196335	0.99957007619886
PWY.6122..5.aminoimidazole.ribonucleotide.biosynthesis.II.unclassified	Timepoint	M1	-0.129511436229853	0.636788174314021	20	20	0.841117753482413	0.99957007619886
PWY.6123..inosine.5..phosphate.biosynthesis.I	Timepoint	M1	0.139039987023477	0.137882137084412	20	20	0.326627994889821	0.99957007619886
PWY.6123..inosine.5..phosphate.biosynthesis.I.unclassified	Timepoint	M1	-0.114536641759489	0.702344138225164	20	20	0.874060338192315	0.99957007619886
PWY.6124..inosine.5..phosphate.biosynthesis.II	Timepoint	M1	0.149953136043868	0.147637463110676	20	20	0.323238302321764	0.99957007619886
PWY.6124..inosine.5..phosphate.biosynthesis.II.unclassified	Timepoint	M1	-0.149687432443702	0.695844120359379	20	20	0.834472211835821	0.99957007619886
PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II	Timepoint	M1	-0.237681940398772	0.154175176368279	20	20	0.157552694801325	0.99957007619886
PWY.6125..superpathway.of.guanosine.nucleotides.de.novo.biosynthesis.II.unclassified	Timepoint	M1	-0.0830473162179857	1.00629411442823	20	19	0.936033189842461	0.99957007619886
PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II	Timepoint	M1	-0.192876547411054	0.134083902118858	20	20	0.184150173676016	0.99957007619886
PWY.6126..superpathway.of.adenosine.nucleotides.de.novo.biosynthesis.II.unclassified	Timepoint	M1	-0.0825677775309174	0.975936469002452	20	19	0.934428575272556	0.99957007619886
PWY.6138..CMP.N.acetylneuraminate.biosynthesis.I..eukaryotes.	Timepoint	M1	0.437930278818931	0.410196002259803	20	3	0.299805533197043	0.99957007619886
PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I	Timepoint	M1	0.0884239813388262	0.586537361277086	20	20	0.883493063120177	0.99957007619886
PWY.6147..6.hydroxymethyl.dihydropterin.diphosphate.biosynthesis.I.unclassified	Timepoint	M1	1.3668223128648	0.600996025353743	20	17	0.0490203020147035	0.99957007619886
PWY.6151..S.adenosyl.L.methionine.salvage.I	Timepoint	M1	0.055657081613446	0.0813729040270019	20	20	0.511215593824179	0.99957007619886
PWY.6151..S.adenosyl.L.methionine.salvage.I.unclassified	Timepoint	M1	-0.0336073777251556	0.568142264414611	20	20	0.953481944492119	0.99957007619886
PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate	Timepoint	M1	-0.0171619781592881	0.175219769483246	20	20	0.923058052793576	0.99957007619886
PWY.6163..chorismate.biosynthesis.from.3.dehydroquinate.unclassified	Timepoint	M1	0.180181559383584	0.452842200262768	20	20	0.69539040532757	0.99957007619886
PWY.6168..flavin.biosynthesis.III..fungi.	Timepoint	M1	0.539584257645166	0.687301678478671	20	10	0.452578748300936	0.99957007619886
PWY.6168..flavin.biosynthesis.III..fungi..unclassified	Timepoint	M1	0.666843033443143	0.747099992533811	20	8	0.39532300850531	0.99957007619886
PWY.6215..4.chlorobenzoate.degradation	Timepoint	M1	0.0594045091885963	0.269205381443662	20	5	0.830277010932694	0.99957007619886
PWY.6215..4.chlorobenzoate.degradation.unclassified	Timepoint	M1	0.22447907605254	0.150760864140703	20	3	0.170675158762215	0.99957007619886
PWY.621..sucrose.degradation.III..sucrose.invertase.	Timepoint	M1	-0.423560455738345	0.900249663787836	20	19	0.649196704528262	0.99957007619886
PWY.621..sucrose.degradation.III..sucrose.invertase..unclassified	Timepoint	M1	-0.0643606674291107	0.81739355519192	20	18	0.938109045277771	0.99957007619886
PWY.622..starch.biosynthesis	Timepoint	M1	1.6271888220229	0.99333484621129	20	6	0.118761109859777	0.99957007619886
PWY.622..starch.biosynthesis.unclassified	Timepoint	M1	0.557811896684598	0.310815107493821	20	3	0.089517837500035	0.99957007619886
PWY.6270..isoprene.biosynthesis.I	Timepoint	M1	-0.333765999441795	0.413781903724403	20	19	0.430413080425008	0.99957007619886
PWY.6270..isoprene.biosynthesis.I.unclassified	Timepoint	M1	-0.136042774135532	0.952993850833128	20	18	0.889630056441602	0.99957007619886
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis	Timepoint	M1	0.12555008336717	0.0996030598411075	20	20	0.239185592196335	0.99957007619886
PWY.6277..superpathway.of.5.aminoimidazole.ribonucleotide.biosynthesis.unclassified	Timepoint	M1	-0.129511436229853	0.636788174314021	20	20	0.841117753482413	0.99957007619886
PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate.	Timepoint	M1	-0.781112568491159	0.615532586491776	20	18	0.236274812393871	0.99957007619886
PWY.6282..palmitoleate.biosynthesis.I..from..5Z..dodec.5.enoate..unclassified	Timepoint	M1	-0.197507600518014	0.567233670073518	20	16	0.735699919795072	0.99957007619886
PWY.6284..superpathway.of.unsaturated.fatty.acids.biosynthesis..E..coli.	Timepoint	M1	0.73630686961275	1.01559298097551	20	11	0.486871658483795	0.99957007619886
PWY.6285..superpathway.of.fatty.acids.biosynthesis..E..coli.	Timepoint	M1	0.304919246081246	0.724437194169266	20	9	0.683697352837461	0.99957007619886
PWY.6292..superpathway.of.L.cysteine.biosynthesis..mammalian.	Timepoint	M1	-0.362047771353473	0.548343894356164	20	19	0.525624904715763	0.99957007619886
PWY.6292..superpathway.of.L.cysteine.biosynthesis..mammalian..unclassified	Timepoint	M1	-0.937964995066239	0.527002456413446	20	15	0.108808597753647	0.99957007619886
PWY.6293..superpathway.of.L.cysteine.biosynthesis..fungi.	Timepoint	M1	0.674125636278621	0.863703830497223	20	11	0.455130647402874	0.99957007619886
PWY.6293..superpathway.of.L.cysteine.biosynthesis..fungi..unclassified	Timepoint	M1	0.0363301147456923	0.339894600841861	20	5	0.917223779653161	0.99957007619886
PWY.6305..superpathway.of.putrescine.biosynthesis	Timepoint	M1	-0.0922827588852187	0.406407926027516	20	19	0.825443796432693	0.99957007619886
PWY.6305..superpathway.of.putrescine.biosynthesis.unclassified	Timepoint	M1	0.0667086298835443	0.781348913299017	20	18	0.933831386452008	0.99957007619886
PWY.6317..D.galactose.degradation.I..Leloir.pathway.	Timepoint	M1	-0.0897851317797233	0.151404691328227	20	20	0.560549366139438	0.99957007619886
PWY.6317..D.galactose.degradation.I..Leloir.pathway..unclassified	Timepoint	M1	-0.139831853612077	0.597328714982706	20	20	0.820149367579237	0.99957007619886
PWY.6318..L.phenylalanine.degradation.IV..mammalian..via.side.chain.	Timepoint	M1	0.754927547210548	0.451181638588162	20	3	0.111572996184472	0.99957007619886
PWY.6328..L.lysine.degradation.X	Timepoint	M1	1.04710842398167	0.637560484556222	20	7	0.134929626828498	0.99957007619886
PWY.6328..L.lysine.degradation.X.unclassified	Timepoint	M1	0.709076246781109	0.475939687712836	20	5	0.153579234356273	0.99957007619886
PWY.6353..purine.nucleotides.degradation.II..aerobic.	Timepoint	M1	-0.204797098103552	0.443183224087759	20	20	0.654973535659476	0.99957007619886
PWY.6353..purine.nucleotides.degradation.II..aerobic..unclassified	Timepoint	M1	0.0923825418084761	0.564675973262164	20	20	0.871866812864556	0.99957007619886
PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria.	Timepoint	M1	0.130359898390683	0.127318637590908	20	20	0.332620421857501	0.99957007619886
PWY.6385..peptidoglycan.biosynthesis.III..mycobacteria..unclassified	Timepoint	M1	0.0340109520992542	0.613172718581356	20	20	0.956377329389172	0.99957007619886
PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing.	Timepoint	M1	0.140667348691494	0.167469497224567	20	20	0.422683376521882	0.99957007619886
PWY.6386..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.II..lysine.containing..unclassified	Timepoint	M1	0.0513168615060323	0.56362172142748	20	20	0.928459703592537	0.99957007619886
PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing.	Timepoint	M1	0.127628310740764	0.137357419910806	20	20	0.377049356062727	0.99957007619886
PWY.6387..UDP.N.acetylmuramoyl.pentapeptide.biosynthesis.I..meso.diaminopimelate.containing..unclassified	Timepoint	M1	-0.00314678648078086	0.596745757505948	20	20	0.995907614926068	0.99957007619886
PWY.6396..superpathway.of.2.3.butanediol.biosynthesis	Timepoint	M1	-0.598043921967934	1.19301616283707	20	9	0.62820043052919	0.99957007619886
PWY.6396..superpathway.of.2.3.butanediol.biosynthesis.unclassified	Timepoint	M1	0.21738132188533	0.248946344302752	20	3	0.394051351227608	0.99957007619886
PWY.6435..4.hydroxybenzoate.biosynthesis.III..plants.	Timepoint	M1	0.642182737875036	0.63661749578647	20	11	0.339447823065913	0.99957007619886
PWY.6435..4.hydroxybenzoate.biosynthesis.III..plants..unclassified	Timepoint	M1	0.213309096824378	0.839117609506284	20	8	0.802217348182516	0.99957007619886
PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance.	Timepoint	M1	-0.392476903325908	0.634146678628213	20	20	0.551320210658906	0.99957007619886
PWY.6470..peptidoglycan.biosynthesis.V...beta..lactam.resistance..unclassified	Timepoint	M1	-0.0578602266320957	0.833388090947695	20	9	0.945414662688246	0.99957007619886
PWY.6471..peptidoglycan.biosynthesis.IV..Enterococcus.faecium.	Timepoint	M1	0.49344312632285	0.455789768799373	20	5	0.307132314487266	0.99957007619886
PWY.6478..GDP.D.glycero..alpha..D.manno.heptose.biosynthesis	Timepoint	M1	-0.0663776021380215	0.199729352703907	20	5	0.74724380454237	0.99957007619886
PWY.6478..GDP.D.glycero..alpha..D.manno.heptose.biosynthesis.unclassified	Timepoint	M1	0.00048461584718229	0.149432756487944	20	3	0.997483182344165	0.99957007619886
PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation	Timepoint	M1	-0.201012013453348	0.30714803259181	20	20	0.521099273450361	0.99957007619886
PWY.6507..4.deoxy.L.threo.hex.4.enopyranuronate.degradation.unclassified	Timepoint	M1	-0.491322341269925	0.485117373966759	20	19	0.337612386105433	0.99957007619886
PWY.6519..8.amino.7.oxononanoate.biosynthesis.I	Timepoint	M1	-0.778859232952509	0.610240123640278	20	17	0.233793572689154	0.99957007619886
PWY.6519..8.amino.7.oxononanoate.biosynthesis.I.unclassified	Timepoint	M1	0.594474085240165	0.543896693439871	20	12	0.302788730156674	0.99957007619886
PWY.6527..stachyose.degradation	Timepoint	M1	0.0119415056219935	0.178586532810535	20	20	0.948149642551011	0.99957007619886
PWY.6527..stachyose.degradation.unclassified	Timepoint	M1	-0.153464791678815	0.596771739380824	20	20	0.802839331849826	0.99957007619886
PWY.6531..mannitol.cycle	Timepoint	M1	0.581868720753526	0.681308385534257	20	19	0.415232470828217	0.99957007619886
PWY.6531..mannitol.cycle.unclassified	Timepoint	M1	0.265603667569272	0.535152438887554	20	13	0.631568120250481	0.99957007619886
PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III	Timepoint	M1	-0.031348532914356	0.15666272413864	20	20	0.845849175813187	0.99957007619886
PWY.6545..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.III.unclassified	Timepoint	M1	-0.0811549746144991	0.659064110116259	20	19	0.904704848267282	0.99957007619886
PWY.6549..L.glutamine.biosynthesis.III	Timepoint	M1	0.134409443633166	0.422006703938028	20	20	0.75737215094196	0.99957007619886
PWY.6549..L.glutamine.biosynthesis.III.unclassified	Timepoint	M1	0.0944500285855426	0.569323419276586	20	17	0.871903613923017	0.99957007619886
PWY.6562..norspermidine.biosynthesis	Timepoint	M1	0.35376860052898	0.341696377739983	20	3	0.327531176570547	0.99957007619886
PWY.6565..superpathway.of.polyamine.biosynthesis.III	Timepoint	M1	0.355102210349435	0.344096706042191	20	3	0.329013330351366	0.99957007619886
PWY.6572..chondroitin.sulfate.degradation.I..bacterial.	Timepoint	M1	-0.38019032999722	0.457292071382279	20	8	0.427256905442952	0.99957007619886
PWY.6572..chondroitin.sulfate.degradation.I..bacterial..unclassified	Timepoint	M1	-0.764639099051652	0.509829137426387	20	3	0.167902844980234	0.99957007619886
PWY.6588..pyruvate.fermentation.to.acetone	Timepoint	M1	0.759887907208639	0.64568915395716	20	20	0.254578783796717	0.99957007619886
PWY.6588..pyruvate.fermentation.to.acetone.unclassified	Timepoint	M1	0.44632423463687	0.74680921391071	20	20	0.557523850990548	0.99957007619886
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation	Timepoint	M1	-0.557972658275358	0.654807819291761	20	19	0.405344614802848	0.99957007619886
PWY.6590..superpathway.of.Clostridium.acetobutylicum.acidogenic.fermentation.unclassified	Timepoint	M1	-0.458026440861542	0.889690521552015	20	17	0.61908588809642	0.99957007619886
PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants.	Timepoint	M1	-0.80190078600408	1.32937471517091	20	14	0.561256461152804	0.99957007619886
PWY.6595..superpathway.of.guanosine.nucleotides.degradation..plants..unclassified	Timepoint	M1	-0.774618188927067	0.843848625781099	20	12	0.382581710374372	0.99957007619886
PWY.6606..guanosine.nucleotides.degradation.II	Timepoint	M1	-0.328274686026621	0.469222040685324	20	20	0.501848403484899	0.99957007619886
PWY.6606..guanosine.nucleotides.degradation.II.unclassified	Timepoint	M1	-0.0744648953475775	0.681120828162476	20	20	0.914152737602914	0.99957007619886
PWY.6607..guanosine.nucleotides.degradation.I	Timepoint	M1	-0.739856215643522	1.34561295306455	20	14	0.595815738960508	0.99957007619886
PWY.6607..guanosine.nucleotides.degradation.I.unclassified	Timepoint	M1	-0.773299036822823	0.830917269084575	20	12	0.376319570065073	0.99957007619886
PWY.6608..guanosine.nucleotides.degradation.III	Timepoint	M1	-0.18061680539155	0.352357872897742	20	20	0.620577422914611	0.99957007619886
PWY.6608..guanosine.nucleotides.degradation.III.unclassified	Timepoint	M1	0.0475089304842015	0.587756431875044	20	20	0.936468334938163	0.99957007619886
PWY.6609..adenine.and.adenosine.salvage.III	Timepoint	M1	0.0161936597958295	0.159602893575461	20	20	0.921408058375995	0.99957007619886
PWY.6609..adenine.and.adenosine.salvage.III.unclassified	Timepoint	M1	-0.143777552625573	0.680327971999966	20	20	0.834999648394425	0.99957007619886
PWY.6612..superpathway.of.tetrahydrofolate.biosynthesis	Timepoint	M1	0.419738289076734	0.726887224008175	20	13	0.577795787622806	0.99957007619886
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis	Timepoint	M1	0.0972626959795377	0.130171826490183	20	20	0.474018448322455	0.99957007619886
PWY.6628..superpathway.of.L.phenylalanine.biosynthesis.unclassified	Timepoint	M1	-0.0659989054132694	0.705474355693033	20	20	0.9264980933413	0.99957007619886
PWY.6630..superpathway.of.L.tyrosine.biosynthesis	Timepoint	M1	0.151714395179961	0.337607100634067	20	19	0.663783086596363	0.99957007619886
PWY.6630..superpathway.of.L.tyrosine.biosynthesis.unclassified	Timepoint	M1	0.369088695320042	0.852610187498634	20	18	0.670235251506015	0.99957007619886
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate	Timepoint	M1	0.388614575517651	0.655324772596994	20	10	0.567774348668332	0.99957007619886
PWY.6690..cinnamate.and.3.hydroxycinnamate.degradation.to.2.hydroxypentadienoate.unclassified	Timepoint	M1	-0.0746884148218328	0.413611638121552	20	6	0.858717790231892	0.99957007619886
PWY.6700..queuosine.biosynthesis.I..de.novo.	Timepoint	M1	-0.0381409700921921	0.117314550630996	20	20	0.752522864516856	0.99957007619886
PWY.6700..queuosine.biosynthesis.I..de.novo..unclassified	Timepoint	M1	-0.167095039387277	0.793450640781479	20	20	0.835570584588878	0.99957007619886
PWY.6703..preQ0.biosynthesis	Timepoint	M1	-0.395607846905387	0.604652176461933	20	20	0.521208327602409	0.99957007619886
PWY.6703..preQ0.biosynthesis.unclassified	Timepoint	M1	0.00461438884534857	1.12813153494827	20	19	0.996781418902632	0.99957007619886
PWY.6708..ubiquinol.8.biosynthesis..early.decarboxylation.	Timepoint	M1	-0.176047314940502	0.523884758255739	20	3	0.740724651758377	0.99957007619886
PWY.6731..starch.degradation.III	Timepoint	M1	0.621127946738005	0.474533046427612	20	20	0.222992623707522	0.99957007619886
PWY.6731..starch.degradation.III.unclassified	Timepoint	M1	0.4488772767234	0.945761175598149	20	18	0.640765086534671	0.99957007619886
PWY.6749..CMP.legionaminate.biosynthesis.I	Timepoint	M1	-0.553709997737838	0.30783749475851	20	3	0.0888554286172303	0.99957007619886
PWY.6749..CMP.legionaminate.biosynthesis.I.unclassified	Timepoint	M1	-0.552609260799261	0.306935797885745	20	3	0.0885779309253539	0.99957007619886
PWY.6803..phosphatidylcholine.acyl.editing	Timepoint	M1	-0.197674340517301	0.8870973954458	20	15	0.828640762339825	0.99957007619886
PWY.6803..phosphatidylcholine.acyl.editing.unclassified	Timepoint	M1	0.308474817898139	0.512258147139495	20	5	0.554560818113892	0.99957007619886
PWY.6823..molybdopterin.biosynthesis	Timepoint	M1	-0.00456673734785795	0.31477225570353	20	20	0.988741165021532	0.99957007619886
PWY.6823..molybdopterin.biosynthesis.unclassified	Timepoint	M1	0.34468512847279	0.557268839995885	20	20	0.551559547437041	0.99957007619886
PWY.6859..all.trans.farnesol.biosynthesis	Timepoint	M1	-0.796081807083726	0.829440008055593	20	18	0.362238143298126	0.99957007619886
PWY.6859..all.trans.farnesol.biosynthesis.unclassified	Timepoint	M1	0.745520657698171	1.14065250046303	20	14	0.521637706812246	0.99957007619886
PWY.6876..isopropanol.biosynthesis..engineered.	Timepoint	M1	-0.162852424567058	0.201933109049522	20	3	0.430500590716206	0.99957007619886
PWY.6895..superpathway.of.thiamine.diphosphate.biosynthesis.II	Timepoint	M1	-0.126755254391182	0.919204966846579	20	16	0.893358019746113	0.99957007619886
PWY.6895..superpathway.of.thiamine.diphosphate.biosynthesis.II.unclassified	Timepoint	M1	0.353991131195267	0.855074438608739	20	13	0.683773572557586	0.99957007619886
PWY.6897..thiamine.diphosphate.salvage.II	Timepoint	M1	0.234342955727288	0.313648520823183	20	20	0.474038850369293	0.99957007619886
PWY.6897..thiamine.diphosphate.salvage.II.unclassified	Timepoint	M1	0.138495888951317	0.503902032442384	20	20	0.789639059276738	0.99957007619886
PWY.6901..superpathway.of.glucose.and.xylose.degradation	Timepoint	M1	-0.41757397078363	0.582212922053333	20	20	0.482443502653126	0.99957007619886
PWY.6901..superpathway.of.glucose.and.xylose.degradation.unclassified	Timepoint	M1	0.264541323024082	0.563324691885861	20	18	0.649805107879944	0.99957007619886
PWY.6902..chitin.degradation.II..Vibrio.	Timepoint	M1	-1.50056891881919	0.903566388303098	20	17	0.131138815662662	0.99957007619886
PWY.6902..chitin.degradation.II..Vibrio..unclassified	Timepoint	M1	-0.247326034308367	0.79386875835692	20	16	0.762482077747151	0.99957007619886
PWY.6906..chitin.derivatives.degradation	Timepoint	M1	-0.399875190429253	0.594066975696891	20	6	0.517783505386454	0.99957007619886
PWY.6906..chitin.derivatives.degradation.unclassified	Timepoint	M1	-0.249258005907495	0.438908567513829	20	3	0.577116082314636	0.99957007619886
PWY.6922..L.N.delta..acetylornithine.biosynthesis	Timepoint	M1	0.658305967982869	0.519538049921499	20	8	0.236924415575356	0.99957007619886
PWY.6936..seleno.amino.acid.biosynthesis..plants.	Timepoint	M1	-0.108424872463425	0.365474016421961	20	20	0.773451550049434	0.99957007619886
PWY.6936..seleno.amino.acid.biosynthesis..plants..unclassified	Timepoint	M1	0.361826814508584	0.700326729066772	20	19	0.61785222159689	0.99957007619886
PWY.6953..dTDP.3.acetamido..alpha..D.fucose.biosynthesis	Timepoint	M1	-1.01259601049932	0.715919914304567	20	5	0.190894518495153	0.99957007619886
PWY.6953..dTDP.3.acetamido..alpha..D.fucose.biosynthesis.unclassified	Timepoint	M1	-0.341214533017066	0.250589323529373	20	3	0.206416999175531	0.99957007619886
PWY.6961..L.ascorbate.degradation.II..bacterial..aerobic.	Timepoint	M1	1.16230259898473	0.777680113586917	20	15	0.169234802911646	0.99957007619886
PWY.6961..L.ascorbate.degradation.II..bacterial..aerobic..unclassified	Timepoint	M1	-0.403837532926565	0.720895872794368	20	12	0.582256538059324	0.99957007619886
PWY.6969..TCA.cycle.V..2.oxoglutarate.synthase.	Timepoint	M1	-0.00706166515107611	0.695994113224623	20	20	0.992126024332313	0.99957007619886
PWY.6969..TCA.cycle.V..2.oxoglutarate.synthase..unclassified	Timepoint	M1	0.0725183543487873	0.888429023115837	20	19	0.936731063836505	0.99957007619886
PWY.6992..1.5.anhydrofructose.degradation	Timepoint	M1	0.252361706233083	0.421510906174781	20	16	0.564130916342526	0.99957007619886
PWY.6992..1.5.anhydrofructose.degradation.unclassified	Timepoint	M1	0.349452730743494	0.722988264856401	20	13	0.640392337873516	0.99957007619886
PWY.7013...S..propane.1.2.diol.degradation	Timepoint	M1	0.0510529034922485	0.629350389928326	20	20	0.93624169793192	0.99957007619886
PWY.7013...S..propane.1.2.diol.degradation.unclassified	Timepoint	M1	0.0842107637837842	0.76586688528052	20	20	0.913661828717652	0.99957007619886
PWY.702..L.methionine.biosynthesis.II	Timepoint	M1	0.103658193300117	0.345956155013204	20	20	0.7712653411313	0.99957007619886
PWY.702..L.methionine.biosynthesis.II.unclassified	Timepoint	M1	-0.110304234057025	0.442225099617211	20	20	0.808627671807427	0.99957007619886
PWY.7039..phosphatidate.metabolism..as.a.signaling.molecule	Timepoint	M1	0.242896938916408	0.165057709746622	20	3	0.175213973285392	0.99957007619886
PWY.7094..fatty.acid.salvage	Timepoint	M1	0.362125135448343	0.733442612011642	20	11	0.633319133586694	0.99957007619886
PWY.7094..fatty.acid.salvage.unclassified	Timepoint	M1	0.0652835281660145	0.480986187452125	20	10	0.895023249239071	0.99957007619886
PWY.7111..pyruvate.fermentation.to.isobutanol..engineered.	Timepoint	M1	-0.0886422141754821	0.101171831211916	20	20	0.392488448340038	0.99957007619886
PWY.7111..pyruvate.fermentation.to.isobutanol..engineered..unclassified	Timepoint	M1	-0.239313293610246	0.680680043032845	20	20	0.733244316053344	0.99957007619886
PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type	Timepoint	M1	0.161125003153589	0.435121193455016	20	20	0.71972420410782	0.99957007619886
PWY.7115..C4.photosynthetic.carbon.assimilation.cycle..NAD.ME.type.unclassified	Timepoint	M1	-0.00718283188926989	0.481843148572891	20	20	0.988431609607703	0.99957007619886
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type	Timepoint	M1	0.156623994379341	0.432444148910879	20	20	0.725573664812447	0.99957007619886
PWY.7117..C4.photosynthetic.carbon.assimilation.cycle..PEPCK.type.unclassified	Timepoint	M1	0.324741509776688	0.600314054112089	20	15	0.601670313879682	0.99957007619886
PWY.7118..chitin.deacetylation	Timepoint	M1	0.344359697787425	1.08610697135118	20	15	0.758430519079959	0.99957007619886
PWY.7118..chitin.deacetylation.unclassified	Timepoint	M1	-0.181146642681875	0.849356695646308	20	14	0.835865255071514	0.99957007619886
PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I	Timepoint	M1	-0.0178631455033809	0.225118216682494	20	20	0.938490524867411	0.99957007619886
PWY.7184..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.I.unclassified	Timepoint	M1	0.010187360625261	0.745993214616683	20	19	0.989402276158455	0.99957007619886
PWY.7187..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.II	Timepoint	M1	0.192642250082457	0.665736909307013	20	7	0.778855857419904	0.99957007619886
PWY.7196..superpathway.of.pyrimidine.ribonucleosides.salvage	Timepoint	M1	0.668346531296055	0.37542247922885	20	3	0.0919226181124809	0.99957007619886
PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation	Timepoint	M1	-0.1284335543765	0.206872548510413	20	20	0.550105783931485	0.99957007619886
PWY.7197..pyrimidine.deoxyribonucleotide.phosphorylation.unclassified	Timepoint	M1	0.023929783725967	0.792365507081426	20	19	0.976566311123855	0.99957007619886
PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV	Timepoint	M1	0.0498315829152517	0.247639876478985	20	20	0.842778284151884	0.99957007619886
PWY.7198..pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.IV.unclassified	Timepoint	M1	0.0485095767102365	0.689529872312671	20	19	0.945452185775225	0.99957007619886
PWY.7199..pyrimidine.deoxyribonucleosides.salvage	Timepoint	M1	-0.0539413526155842	0.0780945373006803	20	20	0.507163705501372	0.99957007619886
PWY.7199..pyrimidine.deoxyribonucleosides.salvage.unclassified	Timepoint	M1	-0.106727398870564	0.765401374911467	20	20	0.892173130109997	0.99957007619886
PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage	Timepoint	M1	-0.541063011949046	0.229390349760337	20	4	0.038294006634894	0.99957007619886
PWY.7200..superpathway.of.pyrimidine.deoxyribonucleoside.salvage.unclassified	Timepoint	M1	-0.562676677142628	0.242851826464118	20	4	0.0411946756173854	0.99957007619886
PWY.7204..pyridoxal.5..phosphate.salvage.II..plants.	Timepoint	M1	0.398108166270987	0.774672180437981	20	11	0.619696959495211	0.99957007619886
PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage	Timepoint	M1	-0.275276350702438	0.142434622988994	20	20	0.0853091615459853	0.99957007619886
PWY.7208..superpathway.of.pyrimidine.nucleobases.salvage.unclassified	Timepoint	M1	0.18140739234174	0.919152343913134	20	19	0.84792823789683	0.99957007619886
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation	Timepoint	M1	1.18442247461741	0.688281219201268	20	16	0.119388049796428	0.99957007619886
PWY.7209..superpathway.of.pyrimidine.ribonucleosides.degradation.unclassified	Timepoint	M1	0.318733471718232	0.650177683942954	20	12	0.635703448182539	0.99957007619886
PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP	Timepoint	M1	0.0525002234872545	0.23545523357096	20	20	0.828534222897221	0.99957007619886
PWY.7210..pyrimidine.deoxyribonucleotides.biosynthesis.from.CTP.unclassified	Timepoint	M1	0.024419083586551	0.699457316924639	20	19	0.972912375062003	0.99957007619886
PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis	Timepoint	M1	-0.172643293494441	0.328729793109108	20	20	0.612146925318598	0.99957007619886
PWY.7211..superpathway.of.pyrimidine.deoxyribonucleotides.de.novo.biosynthesis.unclassified	Timepoint	M1	0.120996224034903	0.740272260749238	20	19	0.873776940108258	0.99957007619886
PWY.7220..adenosine.deoxyribonucleotides.de.novo.biosynthesis.II	Timepoint	M1	-0.321975794516595	0.202380626193612	20	20	0.146086233680943	0.99957007619886
